,tweet,
654,Port St Joe Elementary School at sunset and it's 51.3 F. Tag image:  https://t.co/0ifZwUKCz8  https://t.co/01h3a4JXyn,
655,@mattinglygilmo1 Uh ik English and Spanish  and the french for school,
656,@vOdianose 😹😹 they did it to one babe that came to visit me na😹😹😅....the school don boring omo nawa o.....that time nw party party party o👌,
657,@circeslioness JFKDKFJKDKFKDKKD,
658,I suppose I’ll forego further shopping. I left my big boots on and they’re a drag. Walking today with big boots reminded me that when I was 5 I was Astro Boy. My brown Corduroy pants would rub and make the same sound in the halls at school. A little dorky but IDGAF  https://t.co/TWXQ49jISu,
659,@spillseshYT Instead of unfollowing people Shane should probably be researching trade schools or communities colleges in his area. I don’t think that the internet wants him back.,
660,@Dr2NisreenAlwan Schools need this advice. I spoke to my key worker pupils this week about the need to continue social distancing.They had all tested negative day b4(not sure about reliability as they test themselves) &amp; couldn't see why needed social distance needed.Parents had similar attitudes,
661,@clay_mcch What doesn’t make sense is that they aren’t paying teachers more. $15 is fair. Pay the teachers that went to school for 5 years. Don’t begrudge the poor for making a living wage,
662,@ViktoriaGessner Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
663,"I'm a big believer in school accountability, standardized testing used judiciously, etc.  But I'm also the first to admit that there are subtle things about schools that are nearly impossible to quantify and put on a website.  What's a parent to do right now?",
664,"@BootstrapCook I don’t think they’re even saying that are they? To me it reads as if schools must register before midday Sunday but can activate past that deadline, unless registering/activating are the same thing they still can’t register past the cut off?",
665,"@Dave_Ensberg @ChrisAalberts Kijk, en zo ondermijnen de eerdere leugebs van OMT het draagvlak. Maar kies maar, meer doden of de kinderen naar school.",
666,"Let's just say Calvin Kattar ate his words tonight. Max was no ""freshman"", in fact, he made Calvin look like he was in middle school.",
667,Max is best fighter at 145! Volkanowski is paper champ. He got beat in that second fight by max. The max that fought tonight might school him worse than that second fight. #UFCFightIsland7,
668,@BarbaraComstock That dude should be back in school cause he clearly doesn't know anything about being in office. He stupider than Patrick off of Spongebob.,
669,@ToniTaylor546 @Followthescien3 @Mark_Loftus1 No horse in this race but there are a number of peer reviewed studies of COVID transmission in schools including:  https://t.co/y5vOQDe74I,
670,@AMDd3lfF6iFroHK 僕もよくやってました！,
671,@travisakers Rittenhouse would have been a school shooter if schools were open. It's a really terrible silver lining that he murdered 2 adults instead of 20 kids,
672,@mista_hair I need that for school,
673,im so glad im not gonna have this class after this month,
674,@Right_Winger84 @mstewart_23 They actually do people just don’t want to see it over 15 new schools built in Dundee plus about 7others  https://t.co/plbvzpdTBA is so important.Thats in the last 10 years still major work to be done nothing happens over night.Not bad if you consider 11 years of Tory budget cuts,
675,Look at the crap Jake is starting now👇! You got to be sick of this man!,
676,"@braveschomberg @Ljt10x @Mrsraeburn13 Hey Angela, Can you really see me singing that? Old school hen. You know that by now 🤣🥊👊",
677,"@iLiveSoundTable @archambeaum3 I think their issue is lack of experience as a coordinator. I mean John Harbaugh was a ST coach before he was a HC so 🤷‍♂️. I like Salah for the same reason I like Campbell. They are hard nosed, old school, demanding coaches. I like to see who his coordinators are of course.",
678,I’m so happy this is about secondary school not primary cos I’d be finished💀 I don’t think I have one for secondary school,
679,Some ninjas re dumb 🤣😂🤣 this one said I disrespected Nengi cos of this my quote😂🤣 do better madam don’t be a sadist even Nengi will find this ur tweet funny 🤣 life z not dat hard😊 D reasons u gave here ehhh u shld go back to primary school cos at this rate z madness😹,
680,"@liliuhms this is the story of when possible students visit your college and you're drawing memes on the school computers, but they look so good that everyone assumes it's homework",
681,a few school shooting threats  one bomb threat where the entire school was placed at the football field  lots and lots of fights.   and one kid who poked (everyone kept saying stabbed) some kids head in the back of the neck with a pen.  that kid was me. Lol,
682,"@AnthonyGreen Man, when I was in high school around year 2000-2002 I had a season pass there. Such memories... was even there for the stroke of midnight one time they were open for New Years",
683,yeah high school is a full time job,
684,"Dear Socialists, Could you please see about this? I mean, after all, the schools are priming these young mush-brains to be your disciples. Thanks!! h/t @collegefix  https://t.co/oK0WpCesPP",
685,The freshman took the senior to school 😤,
686,He’s just happy that his new school has black tennis players.,
687,@KateClanchy1 I loved seeing your mum around and she was a mainstay for after school clubs. I was hoping she'd carry on forever. (Lost my dad end of summer who I think had no intention of not carrying on also.) Mxx,
688,Old school was probably more consistent but new school is much more experimental leading to really high highs and a lot of oversaturated trap garbo but you gotta take the good with the bad,
689,High-school friend and I just finished a nine hour long call lol my throat is dry goodnight,
690,another day another horrible professor validating my reasons for leaving grad school,
691,"Growing up in Brazil, we used to take showers at sunlight, we had a backyard with a shower outside and early in the am, my mom made sure we would take that cold shower before school, I remember just looking at the sun and clouds in the AM. is a feeling of freedom",
692,you'd think we'd have this tight of a school security over here in america  https://t.co/2u0J6dkbza,
693,@free_school_D (∀｀*ゞ)ｴﾍﾍ  スイカの代金すべて払ってもらってるからこれくらいは🤗,
694,"@SkollWhisperer @PeteMacMaster83 @PaulSteveSamuel First off, schools are Gun-Free Zones currently. And second, that’s a tornado drill",
695,@NoTatsClassy Just don't buy their stuff or frequent their technologies. Return to the old school lifestyles and watch them cower BIG TIME!,
696,Your a liar charter schools have higher test scores and black children have even higher scores.,
697,No One: My Middle School Crush faking her interest in me:  https://t.co/56rOIDoiC2,
698,"Russell Boyce (Singingsteelworker) "" The Dance "" Party Old School Country  https://t.co/nrpAxmiGTZ via @YouTube",
699,"Another worthless social media account to waste more of my time, murdering my life while being an ecological disaster; all while Big Tech enables infantile adults to communicate like this preschool, while they play at a high school popularity contest. #weaponofmassdistraction  https://t.co/8UpPXcB6RQ",
700,@DamCou Impressive use of brackets. Did you go to a grammar school?,
701,Someone called in a bomb threat on my school only to try and rob a bank,
702,@shinadang @Bolajuade We_wey_no_ go_school_challenge 😂😂😂,
703,@Albanian66 @mpgPhD Most are (fair use!) old school PBS - especially reading rainbow and Mr Rogers. Because nostalgia jokes that make us happy are our brand.,
704,"@homeismyfriend @mileslunn @PaulSteveSamuel What is your point. A life is a life whether its a school or strolling down the street in downtown Toronto minding my own business.  Our country can emulate laws like the UK and AUS, but the feeling of ""safety"" is only superficial at best.",
705,I worked part time at a movie theatre for a summer.  I also was paid min wage to build a website for the local physics department in college fir a year. I had a couple tutoring jobs in high school and college but I think they paid slightly above min wage.,
706,@teach_hannah Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
707,@RECESSWHORESS Teacher bestie at the end,
708,Ive been sketching  https://t.co/qmNiGasbtc,
709,Did these like in school 🙄  https://t.co/Cjkqm3rDjb,
710,"@pkm_inc @AmczAmcz1 @HisarskiBrat @Vulpes36763775 @TeamAlbanians Well no they didn’t.. my parents both finished school during yougoslavia and other members of the family! Albanians were working at the hospitals, schools and everywhere until u decided to prohibit albanian language!",
711,"+ their school was already starting to make her feel anxious.   “okay, my family could be a little old fashioned but i’m obviously not like that.” she hated how she was labeled since the harrington’s were extremely traditional. “see, i mean, it’s better than  waste coming out +",
712,우리 문학동아리는 비공식 어둠의 문학동아리라서 ㅋㅋ,
713,🎶😎 🎙️bazan koma school Monday ba duk abin da zai faru yafaru😂🤣😅  🎼 Kuma bazansa face mask ba duk abinda zai faru ya  faru😷😷😷  🎶 Kuma sai nai exam duk abinda zai faru ya faru 📝📝📝 @Dj_Abba @officialdeezell,
714,@mellylamelle @ASlavitt Good don’t need teachers then either.  Or perhaps school is also about social@development and other intangibles.,
715,And we place all the private schools' teachers on livelihood support program.🤷,
716,"@ephenas @MUPP33 @yeahrightgirlhg minimum wage is meant for high school and college students entering the workforce. if you want to earn more, get skills to earn more. im personally a college student, but i have a decent warehouse job that pays over $15/hr",
717,High school should be in 4 sessions in 2 to twelve week sessions;   Times: 4 to 8 9 to 2 (activities included) 5 to 22:00 Online (activities)  Seasons:  2 week of days in class (physical) 6 week session 2 break   Agree or disagree? Open to discuss:,
718,@mpatbm I once went to the nurse cos I got an allergic reaction &amp; I got ronchas everywhere &amp; u know what she did? SHE JUST TOLD ME TO LAY FOR A LITTLE PUT ICE ON MY RONCHAS THEN SENT ME BACK TO CLASS 💀💀💀 trust me them school nurses be useless,
719,@gavflano @TheEducatedEel I know plenty of  people who were really crook in November. Cough that wouldnt  go away and sore throat asthma type symptoms. All tested wasnt covid but it was nasty. Then when kids went back to daycare/school the  gastro bug hit.  Kids r germ spreaders,
720,@farhank_117 Students are not allowed to put cameras on in any of the schools I know of,
721,"My helpful hint to improve America education and Americans...bring Civics, Government, and Political Science back to our schools. When I went to high school it was required. The students coming out of our school don't even know the basics.",
722,Well my parlay is FINISHED fuck,
723,Members of Michigan State’s women’s swimming and diving team are seeking an injunction to prevent the school from dropping the program.  https://t.co/bTvbNnswtl,
724,yes...i bought all of the normal ones and all of the hardback ones at a scholastic book fair at my school😌,
725,i know people aren’t saying “minimum wage jobs were never intended to be careers” bc who the fuck do u expect to work on weekdays during the day if it’s all high school students you fucking idiots,
726,"Also while you are here, buy a #Texas4 to the Wac shirt! #LetsGetWACky time!!!!! Comes in the 4 schools colors or at least close to it, multiple style options, and $$ raised gets donated to @SFA_PLF   https://t.co/AFAluXXcYs",
727,"It's like schools of cinema  There are movies that tell a full story with explanations and everything and there are movies that don't give answers and end open-end with enough room for viewer imagination  Some ppl get down with the later school, some don't",
728,"@MajlisUnion @asadowaisi Assalaamu alaykum, Sir! There has been injustice with the High School Teachers ( School Assistants) of Hyderabad District with regard to their Promotion as Junior Lecturer as had been the practice b4 the tussle btwn Govt Schls Tchrs &amp; PR Schls Trs .(1)",
729,"@AllenMajorovic @DeAngelisCorey &amp; funding really is the heart of this topic. Most school choice plans are slippery slopes into entirely self-funded education, which could spell disaster for poor communities &amp; students w/ disabilities. I'm toying w/ the idea of starting a school, so I'm ""in,"" pending details.",
730,"If you want to watch some incredible track events, VA Showcase is live-streaming the HS invitational events now. These are the top ranked US high school track athletes!  https://t.co/hI8dfLxJLC",
731,"@BrentKArt @TheQuartering Nah, it’s an annual salary, there is work to do outside normal hours/during vacation time. Some staff in schools are only paid for 9 months of the year though.",
732,"@FortBox76 @nytimes @llerer Record low unemployment,brings peace to the middle east,takes out a real terrorist who actually killed us troops,made peace with north korea potentially ending a nuclear war,took on the poison media.better look forward to the wars and terrorist attacks and school shootings again.",
733,"@joemama2021 @Breaking911 They aren’t in the shadows. They can get a drivers license legally here, don’t have to prove legal status to put kids in school where they get free meals and their status is never questioned anywhere here in NM.",
734,@hulllive These metal cannisters can be collected as the aluminium is valuable I've seen local church collect and weigh in for project to fund school been built in Vietnam. Good coming from terrible things.,
735,Max Holloway just took Calvin Kattar to school #UFCFightIsland7 #BlessedExpresss,
736,@michaelmalice Jeez there are some horror stories in this thread. I was lucky and basically all of my teachers were kind and caring.  I went to small catholic schools though.,
737,@DontHateTrav When I started my after school job in retail in 1988 I made $5. It should be much more than that in 2021. Teachers should be getting paid more too. They shouldn’t have to pay for supplies out of the paltry sums they are often paid.,
738,// kakyoin death   so much pain :( he deserves the world :(,
739,@PaintedBear3 Who has an old school cannon? 😂,
740,"The students are showing their learning in multiple ways,, the teaching and learning happening at George Mathers Forbes School @RCSDNYS @RCSDsch4 @LCMLessons @melody1987davis  https://t.co/hcklhw1ZwK",
741,Happy for Green Bay and Wisconsin folks who are watching their team play in person...Distanced of course. Sad for Californians who can’t get their kids to school and businesses open. Our teams can’t even practice in their own counties.,
742,@RadioFreeTom The House of Representatives is like Middle School,
743,"@woja999 i think it's like ""la ren"" (source : 3 years of high school french)",
744,idk how i’m supposed to do school without kea telling when something is due,
745,bruh yall remmember when we used to pay $1 to wear jeans to school? LOL,
746,I miss school😭😭💔.,
747,@ZeldaAGabriel Did you go to school in North America or Europe in the past 150 years? Because if yes then it absolutely wasn't areligious,
748,I made her a scrunchie like we're in elementary school but it was cute and she picked the fabric lol  https://t.co/FX9KwFVszq,
749,Katy wins state UIL 6A Division II Championship for the 9th title in school history  https://t.co/6tyGghzp9f,
750,@Overbro_ DAMN fine gimme back my bananas,
751,@wolmanj In Junior High I was once beaten in a freestyle rap battle on the school bus rap battle and I declared Marshall Mathers with great success.,
752,Eat my real quick   Ok then 🗿,
753,Dance Party to celebrate the end of 2nd quarter and to say goodbye to our friends returning to school next week! #SCEsoars #WSDVAlearns  https://t.co/mRJ5drQR4Z,
754,@commedemarcons Ireland has private schools but they all speak Irish,
755,#WeAreDragons,
756,"@Drpeprchick @Healthmac Untested asymptomatic students spread it around school. Kids bring it home and spread it to their parents, grandparents, etc. And then public health blames it on community spread instead of schools.  https://t.co/GIXkvTakzg",
757,What are your goals for 2021? Thinking about going back to school?  We can help! Get in touch with us:  https://t.co/m5jpwoZXAt  https://t.co/zKM88Mxg02,
758,Lotta people in the replies talking about school shootings. Children are roughly 250 times more likely to die from suicide than be a victim of a school shooter.   https://t.co/KHMiOAXV8p  https://t.co/og8BYBXgHi,
759,@oaluvs1d @thevaginagirl 2 years and 4 months doesn’t make it right. it’s legally and morally disgusting bc he’s still in high school she been graduated. Yeah it’s obvious you’re a minor bc you don’t have a clue of what the issue it,
760,"@garcidelrio @shanselman @NumWorks When I did it in ‘15, there was a reasonable list of TI, Sharp and other brands, but they were all ~$120+ CAD and had _terrible_ software solutions.  My school was also dumb and told us to buy the CAS variant in Gr. 9 only for us to be told by the IB that we’d CAS wasn’t allowed.",
761,"Shout out to my friends from high school who remember the small tiny rectangle phone that I had for my entire high school career. Fuck you to the friends who laughed at me for said phone, I am no longer friends with them, dont worry",
762,@Mayhem3x School Jane sai phale,
763,self insert school idol fanfic,
764,@hippo_bakakaba @pei_business @kyohei_1111 今度はあの二人寝てんじゃね？🤤,
765,@KentuckyTrack @BlackiePreps @abbysteiner1 #TheSteinerShow,
766,Y’all wanna see my down bad moments from high school? 😂😂,
767,My son knows more music than me thanks to his dirty bad ass friends. I’m so glad he’s homeschooled now 🤣. Middle school kids are the worst!,
768,Your sense of humor was one of the things that got me through school thank you,
769,@Elvis73995405 Knew 1 in high school. That's it.,
770,Like she literally used to have those kids sleeping at one of the tables at 5AM. She was dedicated. I worked with married women with children. I worked with people applying to grad school. I worked with people working multiple jobs. It was not a “starter job” for many people.,
771,@SteveBakerHW Open the schools!,
772,@DMendy02 Makes me like the Giants.  High School has cheerleaders with the accompanying skillset.   The NFL does not. And they treat them horribly.,
773,"@clay_mcch as a bonus, teenagers do not work during the day because they are at school! adults work those hours and they deserve to have enough to live, too. not everyone could go to college and get a degree, not everyone could get a trade job.",
774,@pho__15 @kevinbrennan666 All of this can be contained in the school day. I have not brought school work home for 25yrs. I made a promise to myself and my family that they would be more important than someone else’s children at school.,
775,@helaineolen Katie Porters is a star of the Democratic Party and she should get to choose whatever committee assignment she wants. I loved watching her school  greedy CEOs! The country needs her in that position. Give her the waiver!,
776,"Jeez, high school funding at its best🥴",
777,"@TodoTodo42 The only one who’s not taking the juice is Mineta, that’s IT. The rest of us? Not a single cishet in the school.  // and yeah I spelled it right",
778,So excited for school bc by this time instead of laying in a room alone thinking of why what is what and what is why I’d be dying of laughter,
779,Every part of me wants to get back on a plane and fly to Texas to hike the big bend before school starts,
780,@ChiefOjukwu @chijiokeNwankwo @Zahrahmusa Fake news! Even students who attend that school would tell you that SAAT cows are well known in FUTO &amp; can't be ascribed to belong to anyone else,
781,Girls Soccer Final:   Booneville 4 Ripley 3,
782,@h4rryy99 Sadly that would apply to nearly all American schools too #temporary,
783,@doruntineT @HisarskiBrat @AmczAmcz1 @Vulpes36763775 @TeamAlbanians It seems that they do not teach logic wherever your school is. Nation is a 19th century concept. They don't teach you European history in schools.,
784,@maarmoney WHOLE FUCKING FACTS😂😂 Niggas be freshmen in college dating sophomores in high school that shit is sick🤦🏾‍♂️🤢🤢  https://t.co/e0ECTORlej,
785,@PaulSteveSamuel To shoot up schools or to do some terrorism,
786,"@4Weirder @dreamskittens @scuffydoe @dreamyhq @dreamwastaken @dttwtupdates you dont even have basic reading comprehension you misread this, i really hope schools open soon for you🙏🏼",
787,"@Heidi_Cuda Charter schools, etc. , have been a purposeful, deliberate attempt to divide mine from yours, to create separate narratives. It must stop! Public education teachers are the frontline leaders in a cohesive functioning society and deserve the reverence and pay they earn each day.",
788,@kyjackshot @2uwuily Yes...,
789,"@KaleidoscopeJen Honestly, for me, I enjoy how the MCU continues to give us different genres, (everything from space operas to high school comedies and afrofuturism) but what really keeps me coming back is that I care about these characters. They manage to have a really strong emotional core.",
790,The time my group and the next closest group has spies sent by our head teacher bc we did dr|_|gs in this garden of our school😭😭😭,
791,@TIME They weren't at school to get blown away thanks to shitty gun control laws.   Where's my Nobel Peace Prize for solving this dumb fucking riddle?,
792,@youniqsy If you have the night shift you also get to clean the place up. I also just loved when multiple tour busses would show up and you have to make like 25 of each of the most popular burgers in 15 minutes.  Did this in thigh school for a bit.  Was horrible.,
793,@emstayss hehehe you can do it! 😚💪 last belajar smeua tu time high school je :D memang dah nekad tak nak sambung bio dah so my life full of number je sekarang (but not so number banyak jugak huruf n perkataan yang perlu dihafal) im- 😐,
794,i post any new ones i get :),
795,@LadySideshow Minimum wage jobs are for children in high school.,
796,@PandaPuppyButt Recently found out about a fun school project were we make a 1-2 page comic!,
797,So Michael didn't change 👀?,
798,@UsforThemUK In Russia schools were closed in April and May. Then research showd that distance learning didn't work for  93% of children. Schools have been kept opened since September. British government is too weak and buckled under Union's pressure.,
799,Keshawn go back to school on Monday and now idk who I’m suppose to hang with during the week 🥺,
800,@lakeland31 @karamballes @UKActionteam @Parents_Utd @chrischirp I have stayed home since March except for GP appointments. I didn’t send my son back to school in September as we both have health problems. I couldn’t take that risk .,
801,"Everyone is saying this kid has been groomed but nobody says shit when there’s ppl bringing babies and forcing toddlers to go church on Sunday’s, or putting kids into a Sunday school? And this boy said HE wanted this. Ppl just hate us for nothing. Welcome to Islam Rudy ❤️",
802,@BrettKollmann I work in tech and still carry old school folding maps on my car if we do a road trip,
803,"@mustafawanc 13. It was a morning before school, I was in my bathroom, had an erection and I did it naturally. I shot almost nothing but the feeling was so good 👌",
804,@Coachbrown16 That was every morning for my high school,
805,"@SouthBayouBlue @kylegriffin1 Also she’s a high school dropout, too.",
806,My kids may not go back to school - Okyeame Kwame . . Sarkodie Shatta Wale burna Joey B Yoweri Museveni  https://t.co/0GrO8QvBae,
807,I wish I had dis bread back in high school omg🙈,
808,I remember in ELEMENTARY SCHOOL I had saved up $200 plus just from bdays and doing things for people. Mom took that and spent it ALL on beer and partying for a whole weekend 🙃 I’ll never forget that lol,
809,We give thanks for the Lutheran South (@LHSSSTL) Lancers for being ones who #LeadTheWay with their new group dedicated to bringing positive change to their high school &amp; community. ——— Want to start a similar initiative at your school? Email us: info@lutheransforracialjustice.com  https://t.co/nY1Zd8lzsT,
810,"Back to the story  Khirad gets knocked up. They were being really irresponsible in a school year, Asher you horny bastard, your wife has masters exams. Goddamn man keep it in your pants.  She doesn't tell Asher because he's being pissy about some shit Khirad said. Brown dude™",
811,@shxlllly WILL,
812,"Per parents: Some schools in @CobbSchools may be reverting to the prior virtual schedule, while most are staying on regular schedule. Why the lack of consistency? #ThisIsCobb",
813,A gente ouvia um blues Num opala 87  Costurando a cidade  Que até parece maquete  Nois é tão old school  Que o nosso romance é disket  Daqueles que nunca termina  E só repete,
814,@staroftherogue It's cool to see you on an old school FPS kick. Any ideas if you're gonna try some of the newer retro inspired gamed?,
815,ITS THE FACT THAT I GO TO HIGH SCHOOL WITH THE SAME PEOPLE WHO KNEW ME IN MIDDLE SCHOOL🤢🤢🤬🤮,
816,@RottenInDenmark Less bullying at school. Harder for the bullies to get you when everyone is on a zoom call that’s easily hung up.,
817,"Like I said, never was a believer in Calvin. I really thought Max would school that one trick pony!  You guys can keep him in the UFC game now. He’s insanely tough.",
818,Idan kasan bakada shirin aure school kake dan Allah ka hakura da soyayya haba!😏,
819,@OGHomme Yes it was in a school called Queen Elizabeth’s boys school that we had our lessons in.. I think Green or Blue.,
820,@cleomaxunwell @hiveeIite no ones making us med school students 🤷‍♀️🤷‍♀️🤷‍♀️,
821,sdds de quando eu podia assistir high school musical na netflix,
822,"Watching America in Color on Smithsonian channel and I’m at the part where they talk about  integrating schools in Arkansas. Except for the clothing, some of the footage looks current. Stomach-churning stuff.",
823,Please Retweet...,
824,@Sonya7609 yes i love that😇 something different from the stereotypical high school setting!,
825,Y’all remember that app we used in high school it was kinda like a walk-in talkie? What was it,
826,"Fayette County Schools will distribute bagged meals one day later than normal next week because of Monday’s Martin Luther King Jr. holiday, when schools, FCPS offices are closed. Families may pick up food on Tuesday, Jan. 19, Wednesday, Jan. 20, at the usual time and locations.",
827,@distolero were all of the band kids at your school sick degenerates too?,
828,@MrMcofficial86 Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
829,@artetak A girl in my Algebra 2 class got her boyfriend and his friend to beat her mother to death. My school was low key dangerous.,
830,@HFuse_36 Ohh....Sweet school pizza. And you know the lunch lady with them lunch lady arms had the hook up for you every time😭😭😭😍😍😍,
831,@PhUsct @LemurCat40 I think he's was initially a Spider-Man enemy but he also attacked the Avengers and even Professor Xavier's school at different points in time. But if I recall he was a beekeeper originally or something?,
832,". @AlabamaMBB head coach Nate Oats:  ""Happy for Petty, becoming school's all-time leading 3PT shooter. We need him, he's playing great, team's looking good. Primo won the Blue Collar Award, did a lot of things to help us win the game.""",
833,hahahahah! It will be Stupidity to open the schools without ENSURING that requirements for compliance with the Covid protocols are in place. Lets stop the insincerity @followlasg  @GovNigeria  @DigiCommsNG,
834,"I am saddened to tell you that Mrs Patricia Swedenberg went home to the Lord yesterday.  Mrs Swedenberg was a long-time teacher at Notre Dame School, as well as a beloved wife, mom and grandma. Our prayers are with the Swedenberg family. Details on our Facebook page.",
835,"@GovernorVA 1). Schools are OPEN.  School BUILDINGS may be closed, but do not diminish the hard work of students and staff. 2). The new strain is here and will spread like wildfire.  Now is NOT the time to push for more school buildings to open. 3). More restrictions will be needed.",
836,@Wolfkage16 What kinda school were you going to 😭😭😭,
837,Lol this reminds me of this Nigerian Sunday school teacher who called this naughty boy a batty boy CLEARLY not understanding what it meant. Children's department cracked tf up. Poor boy looked so upset 😂,
838,Piece. And the fact that our topics have to relate personally each time and my teacher literally forces me to say it to the whole fucking class. I did not pay the school for a fucking therapy lesson that i never asked for.,
839,Bleaching the kitchen and listening to Aida (the Elton John one) on a Saturday night... 2021 is like a never ending school detention with your least favourite teacher.,
840,"@dunkers_helen Yep. The right love a nickname.    Must be all that public school stuff they learned from Binky Farquhar, and Topper Barclay when they called the known school farter ( Raif Flanders) Farty pants Flanders ! Binky was such a wordsmith.    Just overindulged big children all of them.",
841,I genuinely believe that there is no fucking way art dp is mentally good for anyone. Who the fuck makes a new piece back to back from the fist day of school starting from aug all the way until now. Im not exaggerating when i say there has never been a single day wo planning a new,
842,"You probably won’t notice a difference. You might get health care protections, funding for your first responders/schools, and more stimulus money. You might actually get an infrastructure week. But other than that. You’ll be fine.  3/3",
843,Priola submitted a resignation letter to the Cleveland Metropolitan School District after social media users linked her to photos taken of supporters of President Donald Trump who stormed and ransacked the Capitol. #CapitolArrests  https://t.co/0RPodoY1iK,
844,@hippo_bakakaba 間違えて渡しちゃった🙄,
845,If you earned your living in an ACTUAL CARRER and not at your after school job and been out school over 5 years... 2020 would not have sucked... I missed not a single pay check during 2020....,
846,"@Dylberts @amy_itsme @JohnVallery4 @civilmvp @Thethetakill @JoeBiden I worked two jobs, went to school and had two kids under two. Yeah it was hard but it is what makes you appreciate what you have so much more. Work for what you want!",
847,"How Safe Is Your School?  As parents, we are always having to make decisions about our kids.  Sorry, here is one more.  @jljcolorado  explained exactly how #COVID19 spreads &amp; gave practical tips on how we can reduce our risk.  It needs some thought!   https://t.co/5cl9gOKELe  https://t.co/664vEM6c4D",
848,"Today, I enjoyed a beautiful zoom memorial. Being the overly emotional person that I am, I started crying. I’m blessed to be able to understand grief and joy from my Bible school teachings. Crying for me is God showing me how human I am and there’s a beating conscience inside me",
849,The impossible planet est très cool  (et school reunion c'est quand même bien sexiste),
850,@GovernorObaseki With all due respect Mr Governor I would say keeping student away from school is for no good because from the look of things Covid-19 has come to stay. A disease that couldn't be handled for 9months then how possible would it happen by keeping the educational sector stagnant.,
851,@jim63895391 @jamiegreeneUK @taf0650 Shut the schools down for 6 weeks &amp; let everyone 'recover'. This has been one fecking stressful exhausting year &amp; folk need to 'recover' as if they have been very ill... otherwise they will CRASH &amp; BURN VERY SOON!,
852,This lowkey where my mind go to 🤣... like why you need to know,
853,I’m sorry but what are Americans taught in school lool.,
854,"1 - Expert em passar de fase. 2 - Só na ostentação... 3 - Orange County Schools, NOW! 4 - ""...chame-os do que você é.""",
855,@jmegs33 Bergen county guy. Played high school football at Garfield high. Just like Wayne Chrebet.,
856,"Proposals Pilot studies about schools .. Field visits,  community engagement (5 expats visiting the village with 10 cars..) Project announcement at 5 star hotel  Wait another year for the start the project  ...do 1/10th of what he did with 100x the budget and no dance videos",
857,middle school me would think uni me is so cool...,
858,@theefinestlines JFKDKD,
859,when ******* ****** said to give me an internship stat when i was a freshman in high school. king im ready to cash in,
860,Don’t mind me just posting old selfies of me smiling before I knew grad school would ruin my life 👩‍🦯👩‍🦯  https://t.co/PZbGJySm2g,
861,bitches rlly used to be on my ass in school cus i called@mechanical pencils “lead pencils” 😭😭😭,
862,"he took him to school, college and paid for his masters. max is insane",
863,THE BOILER ROOM. Did every school have a boiler room?,
864,"/ so my bachelors Graduation is like next month 😂 Not my grad school one thought I kinda wrote a whole Graduation speech in my head and told my friends and they are like go do it ,😂 and I am like I can't 😂 I am shy now",
865,"@kimtfiu @londyloo Unusual in age group (relatively) and 8 million more typical causes for a runny nose.  He is not in school, either, stays home with nanny.  So yeah, nonzero likelihood, but def not the most likely scenario",
866,i just want to teach socialist night school classes like nadezhda krupskaya! why am i doing anything else?,
867,Kris Russell school of geefence,
868,@free_school_D だいきんせんせー。 ありがとうございます😊,
869,Old school Rodgers extending the play.  14 seconds left,
870,"#POV: Han Seojun perhaps the worst boy at school but who had a thought that he could be your heart stealer? One day, he caught you seeing him in lowkey and gotcha. Just a glance but he got yourself falling over him, fully.  https://t.co/LsjGhiIWTS",
871,@Takeitupwearit @walkthegale That’s some visionary shit right there. My school did not have a pencil skirt version possibly for this very reason 😂,
872,@MainEventTV_AKA Final Courtasy VII: Advent Ballers.,
873,would yalls elementary school also make rumours about other nearby towns bc my elementary school convinced me for a solid 4 years springfield massachusetts was full of criminals and drug addicts,
874,I really went back to my high school weight wtf I’m shook,
875,School vs Now  https://t.co/rJspzW0evc,
876,Max took Calvin Kattar to school 🤣 #UFCFightIsland7,
877,@SteveBakerHW @Johnnyredtales That's 7 weeks away some places have  been in lockdown since October that's a joke surely schools are back in February dont forget didn't go back till September last time,
878,"@kirstyswm @Beth_Tastic Isn't it strange Kirsty how it works like that. I was thinking of trying as she ate some at school, which was  weird x",
879,"@UsScotland @UsforUsScotland ever get the sense these nutcases are the ones causing their children's mental health issues, not schools being shut?  https://t.co/MRSKrAsLwN",
880,Holloway just took Kattar to school,
881,"@ofdaffodils ""It is indeed."", he pauses for a sip.   Abraxas deflate his lungs, eyes on the blonde standing by his side. She was prettier than her older sister. But that would not change his mind.  ""What are your plans after school, Miss Black?""",
882,"@DmlVicky @MobilePunch 🤣🤣🤣, you are student of that school",
883,"Listening to proper old school songs rn, brings back so many mems",
884,"who wants to make a band, i wanna be famous so i can just put my middle finger up to school.",
885,@sarahkii_ No I think you’re correct..I’m pretty sure He said on stream the other day that he did bad in school because he couldn’t pay attention bc of his adhd,
